date,hour,mibor,repo,cblo,usdinr,gsec,call_avg,balance,inflow,outflow
2024-04-03,23,6.7801,6.4949,6.2882,83.5451,7.2446,6.5359,149.1,1.7,1.3
2024-04-04,0,6.7724,6.4942,6.2964,83.5803,7.2485,6.5402,148.1,1.1,2.0
2024-04-04,1,6.7661,6.4923,6.3073,83.5892,7.2521,6.5305,150.6,3.3,0.8
2024-04-04,2,6.7732,6.4954,6.3036,83.6021,7.2531,6.5348,151.2,2.1,1.5
2024-04-04,3,6.766,6.4978,6.2944,83.5634,7.2517,6.5386,152.6,2.7,1.2
2024-04-04,4,6.7596,6.4903,6.3015,83.5536,7.2506,6.5322,154.2,3.6,2.0
2024-04-04,5,6.7608,6.4917,6.2994,83.5758,7.2508,6.533,156.0,3.1,1.3
2024-04-04,6,6.7739,6.4892,6.2961,83.5472,7.2486,6.5273,157.7,3.3,1.6
2024-04-04,7,6.7631,6.4928,6.2979,83.5951,7.2564,6.531,163.8,8.0,2.0
2024-04-04,8,6.7653,6.4933,6.2942,83.5748,7.2568,6.5344,172.7,10.8,1.9
2024-04-04,9,6.7619,6.4907,6.2988,83.5929,7.2539,6.5314,180.4,8.9,1.2
2024-04-04,10,6.769,6.4931,6.3042,83.6589,7.2503,6.5325,187.9,9.0,1.5
2024-04-04,11,6.771,6.4939,6.3007,83.5789,7.2558,6.5285,192.4,5.6,1.2
2024-04-04,12,6.764,6.4941,6.3046,83.5471,7.2539,6.5158,194.3,2.6,0.6
2024-04-04,13,6.7611,6.496,6.2952,83.5802,7.2504,6.5402,192.7,1.4,3.1
2024-04-04,14,6.7604,6.4916,6.3005,83.5553,7.2541,6.5208,186.5,1.9,8.1
2024-04-04,15,6.7646,6.4948,6.296,83.5535,7.2464,6.5223,183.4,1.5,4.6
2024-04-04,16,6.7694,6.493,6.3039,83.5754,7.25,6.5494,180.0,1.0,4.4
2024-04-04,17,6.7773,6.4929,6.2977,83.5622,7.251,6.5357,176.6,1.4,4.8
2024-04-04,18,6.7598,6.4942,6.3007,83.5634,7.2536,6.5368,177.0,2.3,1.8
2024-04-04,19,6.7709,6.4945,6.2958,83.5685,7.2569,6.5362,179.6,3.2,0.6
2024-04-04,20,6.7539,6.4921,6.3099,83.6094,7.2536,6.5367,181.2,3.1,1.5
2024-04-04,21,6.7681,6.4912,6.3026,83.5515,7.2502,6.5289,181.3,2.1,2.0
2024-04-04,22,6.7611,6.4925,6.3062,83.5913,7.255,6.5512,181.1,1.9,2.0
2024-04-04,23,6.7608,6.4919,6.3062,83.6155,7.2545,6.5329,182.1,1.9,0.9
2024-04-05,0,6.7389,6.4798,6.2695,83.4304,7.2616,6.5009,182.4,1.8,1.5
2024-04-05,1,6.744,6.4737,6.2732,83.4679,7.2692,6.5059,182.2,1.3,1.5
2024-04-05,2,6.7454,6.4772,6.2708,83.47,7.2633,6.4979,183.8,2.4,0.9
2024-04-05,3,6.7377,6.485,6.264,83.4465,7.2658,6.5111,183.8,1.3,1.3
2024-04-05,4,6.7318,6.4732,6.2816,83.4792,7.261,6.5082,183.0,1.0,1.7
2024-04-05,5,6.7437,6.4761,6.2657,83.4694,7.2669,6.4873,185.6,3.2,0.5
2024-04-05,6,6.7371,6.4762,6.2707,83.4385,7.2626,6.503,187.5,3.8,1.9
2024-04-05,7,6.735,6.4765,6.2625,83.4665,7.2664,6.5134,189.9,4.1,1.8
2024-04-05,8,6.7392,6.4751,6.2787,83.4439,7.2589,6.5134,196.1,7.7,1.6
2024-04-05,9,6.7406,6.4827,6.2747,83.4534,7.266,6.49,199.7,5.0,1.4
2024-04-05,10,6.7291,6.4748,6.2641,83.4688,7.2628,6.5142,204.3,5.7,1.1
2024-04-05,11,6.7464,6.4763,6.2689,83.4757,7.2653,6.5062,208.6,5.6,1.3
2024-04-05,12,6.7375,6.4829,6.2683,83.4726,7.2657,6.4992,207.7,1.7,2.6
2024-04-05,13,6.7324,6.4757,6.2692,83.4253,7.2666,6.5035,206.1,1.1,2.7
2024-04-05,14,6.7315,6.4794,6.2767,83.4298,7.2667,6.4981,200.0,1.4,7.5
2024-04-05,15,6.7513,6.4835,6.2711,83.4717,7.2666,6.503,192.1,1.4,9.4
2024-04-05,16,6.7397,6.4786,6.2552,83.4725,7.2684,6.5144,186.7,1.9,7.3
2024-04-05,17,6.7425,6.4722,6.2692,83.459,7.2664,6.4921,184.6,0.6,2.7
2024-04-05,18,6.74,6.4793,6.2593,83.4532,7.2602,6.501,184.9,1.6,1.4
2024-04-05,19,6.7403,6.4768,6.2636,83.4882,7.2652,6.5174,185.9,2.2,1.1
2024-04-05,20,6.7443,6.4762,6.264,83.4721,7.2641,6.4944,187.2,3.0,1.7
2024-04-05,21,6.7346,6.4727,6.2692,83.4571,7.2667,6.5083,188.0,2.2,1.4
2024-04-05,22,6.7363,6.477,6.2747,83.4447,7.268,6.4984,188.9,1.9,1.0
2024-04-05,23,6.7419,6.4819,6.2602,83.4882,7.2619,6.5061,188.9,1.7,1.7
2024-04-06,0,6.7313,6.4699,6.2489,83.4714,7.2591,6.4874,190.0,1.7,0.5
2024-04-06,1,6.7261,6.4732,6.2552,83.5023,7.2563,6.5012,190.9,2.0,1.2
2024-04-06,2,6.7264,6.4754,6.2551,83.51,7.2587,6.4955,189.5,1.6,3.0
2024-04-06,3,6.7351,6.476,6.2386,83.4856,7.264,6.4889,189.8,1.3,1.0
2024-04-06,4,6.7245,6.4729,6.244,83.4923,7.2585,6.4989,189.9,1.0,0.9
2024-04-06,5,6.73,6.4763,6.2442,83.4504,7.2559,6.48,191.3,2.5,1.0
2024-04-06,6,6.7352,6.479,6.2442,83.4755,7.2619,6.4867,192.2,2.9,1.9
2024-04-06,7,6.7364,6.4803,6.2454,83.4754,7.2562,6.4897,193.9,3.0,1.3
2024-04-06,8,6.7265,6.4736,6.2463,83.4761,7.2621,6.4844,197.1,4.0,0.9
2024-04-06,9,6.7266,6.4764,6.253,83.4704,7.2617,6.479,200.1,3.6,0.6
2024-04-06,10,6.7312,6.4746,6.2425,83.486,7.2612,6.4901,202.9,4.8,1.9
2024-04-06,11,6.7254,6.4756,6.2534,83.4518,7.2557,6.4875,204.1,2.2,1.0
2024-04-06,12,6.7291,6.4785,6.2526,83.4639,7.2585,6.4953,204.0,1.0,1.0
2024-04-06,13,6.7297,6.473,6.2387,83.4941,7.2635,6.4902,203.9,1.6,1.8
2024-04-06,14,6.7327,6.4771,6.254,83.4672,7.2598,6.4947,206.3,3.0,0.6
2024-04-06,15,6.7305,6.4727,6.2445,83.4978,7.2564,6.4981,207.2,2.3,1.3
2024-04-06,16,6.7204,6.4825,6.2366,83.4807,7.2605,6.4691,209.3,3.0,0.9
2024-04-06,17,6.7288,6.4764,6.2471,83.4902,7.2583,6.4875,209.6,2.3,2.0
2024-04-06,18,6.7282,6.4762,6.2533,83.4306,7.2611,6.4882,210.9,2.1,0.9
2024-04-06,19,6.7282,6.4815,6.2392,83.4598,7.2571,6.4833,213.4,4.2,1.7
2024-04-06,20,6.7329,6.4776,6.2517,83.483,7.2559,6.4861,214.2,1.7,0.9
2024-04-06,21,6.7394,6.4741,6.2506,83.4756,7.2603,6.4903,215.4,2.2,0.9
2024-04-06,22,6.7363,6.4722,6.2528,83.4687,7.2523,6.4794,215.7,0.8,0.5
2024-04-06,23,6.7288,6.4778,6.246,83.4571,7.2638,6.4963,215.7,1.4,1.4
2024-04-07,0,6.7292,6.491,6.2244,83.3724,7.2692,6.4897,217.6,2.6,0.8
2024-04-07,1,6.741,6.4879,6.2288,83.363,7.2722,6.4848,217.3,1.3,1.6
2024-04-07,2,6.7304,6.4826,6.2219,83.37,7.2696,6.4903,217.4,0.9,0.8
2024-04-07,3,6.7404,6.488,6.2225,83.3884,7.2647,6.4851,215.7,0.6,2.4
2024-04-07,4,6.7419,6.4861,6.2308,83.3988,7.2743,6.4755,215.6,0.6,0.7
2024-04-07,5,6.7399,6.4887,6.2328,83.3867,7.2733,6.4646,216.7,2.9,1.9
2024-04-07,6,6.7393,6.4883,6.2223,83.3918,7.2706,6.4878,217.6,2.6,1.7
2024-04-07,7,6.7294,6.4866,6.224,83.3985,7.2715,6.4908,218.9,3.2,1.9
2024-04-07,8,6.7412,6.4897,6.2224,83.3772,7.2705,6.4918,219.7,2.4,1.6
2024-04-07,9,6.7343,6.4867,6.2282,83.3636,7.2696,6.4831,220.1,1.9,1.5
2024-04-07,10,6.7354,6.49,6.2262,83.3804,7.2746,6.4823,222.8,3.4,0.7
2024-04-07,11,6.7293,6.4873,6.225,83.4076,7.2712,6.4781,222.9,1.1,1.0
2024-04-07,12,6.7383,6.4934,6.2273,83.3484,7.2659,6.4821,224.2,1.9,0.6
2024-04-07,13,6.736,6.4841,6.2236,83.3659,7.275,6.4843,224.8,1.7,1.1
2024-04-07,14,6.746,6.4907,6.2264,83.4386,7.2724,6.4935,223.6,1.3,2.6
2024-04-07,15,6.7325,6.4882,6.2257,83.4113,7.2734,6.4779,222.8,0.8,1.6
2024-04-07,16,6.7426,6.487,6.2284,83.3877,7.2691,6.4916,221.6,1.0,2.2
2024-04-07,17,6.7327,6.4861,6.233,83.3798,7.2692,6.4721,221.2,1.3,1.7
2024-04-07,18,6.74,6.4897,6.2267,83.3338,7.268,6.4801,220.6,1.0,1.6
2024-04-07,19,6.74,6.4861,6.2121,83.3805,7.267,6.4882,219.7,0.7,1.6
2024-04-07,20,6.7276,6.4925,6.2288,83.3602,7.2743,6.5075,219.9,1.9,1.8
2024-04-07,21,6.7353,6.4872,6.2293,83.3647,7.2719,6.4712,219.4,1.6,2.1
2024-04-07,22,6.7366,6.4893,6.2141,83.4068,7.2696,6.4692,220.7,2.3,1.0
2024-04-07,23,6.7399,6.4907,6.2257,83.3947,7.2737,6.4737,222.4,3.5,1.8
2024-04-08,0,6.6986,6.4936,6.235,83.4989,7.24,6.4622,223.9,2.1,0.6
2024-04-08,1,6.7077,6.4902,6.2283,83.4828,7.2453,6.4648,224.5,1.9,1.3
2024-04-08,2,6.7111,6.4931,6.2256,83.4732,7.2416,6.4679,223.7,0.7,1.5
2024-04-08,3,6.7062,6.4929,6.2311,83.4628,7.2443,6.4831,224.0,1.3,1.0
2024-04-08,4,6.7006,6.4969,6.2242,83.4745,7.2435,6.4592,225.0,2.7,1.7
2024-04-08,5,6.7149,6.4944,6.2378,83.4523,7.2378,6.4714,224.9,1.7,1.9
2024-04-08,6,6.7108,6.4953,6.2273,83.4684,7.2431,6.4785,227.2,4.1,1.7
2024-04-08,7,6.7099,6.4946,6.2346,83.4956,7.241,6.4533,230.7,5.2,1.7
2024-04-08,8,6.7096,6.4919,6.235,83.483,7.2445,6.479,236.8,6.8,0.7
2024-04-08,9,6.7013,6.4934,6.2337,83.4716,7.2479,6.4728,245.8,10.8,1.9
2024-04-08,10,6.7161,6.4955,6.2344,83.4691,7.242,6.4553,251.7,6.8,0.9
2024-04-08,11,6.7029,6.4988,6.2287,83.5265,7.2403,6.4674,255.4,4.2,0.6
2024-04-08,12,6.7058,6.4877,6.2358,83.5033,7.2468,6.4761,255.0,1.8,2.3
2024-04-08,13,6.7071,6.4899,6.2308,83.4737,7.2422,6.4662,253.1,1.9,3.8
2024-04-08,14,6.709,6.4902,6.2311,83.4692,7.2428,6.4705,243.4,0.6,10.4
2024-04-08,15,6.7067,6.4937,6.2364,83.4721,7.2478,6.4693,235.0,0.7,9.1
2024-04-08,16,6.7084,6.4863,6.2288,83.451,7.2403,6.4641,230.4,1.9,6.4
2024-04-08,17,6.7089,6.4916,6.2353,83.4976,7.2409,6.4679,229.5,1.6,2.5
2024-04-08,18,6.7098,6.5006,6.2296,83.4543,7.2432,6.4738,231.3,2.4,0.5
2024-04-08,19,6.7117,6.4901,6.2251,83.4782,7.2421,6.4647,231.6,1.8,1.6
2024-04-08,20,6.7147,6.4926,6.2297,83.4548,7.2462,6.4744,230.4,0.9,2.1
2024-04-08,21,6.7104,6.4959,6.2345,83.5173,7.2448,6.4793,228.6,0.5,2.4
2024-04-08,22,6.7069,6.4944,6.2315,83.4628,7.2381,6.4647,229.9,3.1,1.8
2024-04-08,23,6.6939,6.4963,6.2322,83.4893,7.2408,6.4613,230.7,1.8,1.0
2024-04-09,0,6.7119,6.4718,6.239,83.4536,7.2422,6.5009,230.0,0.7,1.4
2024-04-09,1,6.7157,6.4687,6.2481,83.4509,7.2489,6.479,230.7,1.7,1.0
2024-04-09,2,6.7111,6.4678,6.2351,83.4623,7.2426,6.4796,230.7,1.3,1.3
2024-04-09,3,6.7177,6.4729,6.2317,83.4987,7.2379,6.4758,230.7,1.6,1.6
2024-04-09,4,6.7085,6.4718,6.2352,83.4741,7.2442,6.4827,229.0,1.0,2.7
2024-04-09,5,6.7143,6.4681,6.2365,83.4689,7.2461,6.4815,227.8,0.8,2.0
2024-04-09,6,6.7001,6.4635,6.24,83.5004,7.2455,6.4746,232.0,4.7,0.6
2024-04-09,7,6.7101,6.4741,6.239,83.4785,7.2385,6.4714,235.7,5.1,1.4
2024-04-09,8,6.7161,6.4705,6.2463,83.4724,7.2442,6.4739,239.1,5.1,1.6
2024-04-09,9,6.7025,6.4685,6.2504,83.4527,7.2405,6.4823,245.7,8.4,1.8
2024-04-09,10,6.703,6.4672,6.2439,83.5115,7.244,6.4727,247.5,2.9,1.1
2024-04-09,11,6.7083,6.4666,6.2462,83.4859,7.246,6.4836,248.2,2.6,1.9
2024-04-09,12,6.7104,6.4704,6.2355,83.4729,7.2448,6.4856,245.6,0.6,3.2
2024-04-09,13,6.7077,6.4733,6.2498,83.5005,7.2423,6.4781,243.1,0.5,3.0
2024-04-09,14,6.7084,6.4742,6.2402,83.492,7.2479,6.475,238.4,1.1,5.8
2024-04-09,15,6.7153,6.4718,6.2551,83.4954,7.2459,6.4801,228.1,1.9,12.2
2024-04-09,16,6.7081,6.4716,6.2528,83.4747,7.2416,6.4775,221.6,1.2,7.7
2024-04-09,17,6.7072,6.4745,6.2437,83.5014,7.2428,6.4806,218.3,1.2,4.5
2024-04-09,18,6.7131,6.466,6.2474,83.5192,7.2407,6.4694,217.6,1.8,2.5
2024-04-09,19,6.7129,6.4674,6.2506,83.4813,7.2395,6.5015,217.3,1.5,1.8
2024-04-09,20,6.7112,6.4743,6.242,83.4812,7.2405,6.4802,218.4,3.1,2.0
2024-04-09,21,6.7172,6.4741,6.2482,83.4863,7.2405,6.4848,218.6,1.7,1.5
2024-04-09,22,6.7102,6.4722,6.2355,83.5107,7.2456,6.481,219.5,1.8,0.9
2024-04-09,23,6.7184,6.4693,6.2477,83.504,7.2434,6.4759,221.5,2.8,0.8
2024-04-10,0,6.7496,6.4761,6.2505,83.4564,7.2226,6.4839,222.0,1.5,0.9
2024-04-10,1,6.7447,6.4795,6.2536,83.4345,7.2225,6.5039,224.3,3.2,0.9
2024-04-10,2,6.7515,6.4839,6.2648,83.4436,7.2209,6.491,226.2,2.8,0.9
2024-04-10,3,6.7479,6.4839,6.2552,83.4252,7.2253,6.4966,227.1,2.8,2.0
2024-04-10,4,6.7489,6.4803,6.2654,83.4186,7.2203,6.4829,227.5,2.0,1.6
2024-04-10,5,6.7384,6.4778,6.2636,83.4588,7.2201,6.5067,229.8,3.3,1.0
2024-04-10,6,6.7499,6.4799,6.2532,83.4427,7.2217,6.4978,232.3,3.7,1.2
2024-04-10,7,6.7531,6.4784,6.255,83.4398,7.2265,6.4998,237.3,5.5,0.5
2024-04-10,8,6.7507,6.4794,6.259,83.4389,7.2212,6.513,243.9,7.5,0.8
2024-04-10,9,6.7446,6.4836,6.2481,83.4563,7.2222,6.508,251.5,8.6,1.1
2024-04-10,10,6.7461,6.4779,6.2489,83.3999,7.2189,6.4927,254.2,4.0,1.3
2024-04-10,11,6.7489,6.4766,6.2556,83.4742,7.222,6.5134,256.2,3.6,1.5
2024-04-10,12,6.7534,6.4865,6.2531,83.4508,7.224,6.5048,255.8,1.5,1.9
2024-04-10,13,6.7484,6.4793,6.2473,83.4388,7.2246,6.5004,253.1,0.8,3.4
2024-04-10,14,6.7524,6.4793,6.2614,83.4525,7.2238,6.5128,247.0,1.3,7.4
2024-04-10,15,6.7544,6.4795,6.2549,83.4618,7.2227,6.5083,235.2,0.6,12.4
2024-04-10,16,6.7517,6.4796,6.2553,83.4582,7.2219,6.501,231.7,1.6,5.2
2024-04-10,17,6.7538,6.4796,6.2523,83.4551,7.2175,6.4925,228.6,1.3,4.4
2024-04-10,18,6.7562,6.4779,6.254,83.4299,7.2201,6.4999,226.6,1.0,3.0
2024-04-10,19,6.755,6.4748,6.2602,83.4255,7.2224,6.5103,226.7,1.8,1.8
2024-04-10,20,6.7585,6.4789,6.256,83.4586,7.2248,6.5112,225.5,1.8,3.0
2024-04-10,21,6.7576,6.4808,6.2583,83.465,7.2204,6.5051,225.4,1.9,2.0
2024-04-10,22,6.7511,6.4833,6.261,83.4454,7.2245,6.4975,224.5,0.6,1.6
2024-04-10,23,6.7479,6.4835,6.2502,83.4321,7.2189,6.5093,226.2,2.8,1.1
2024-04-11,0,6.7565,6.4759,6.242,83.3683,7.2255,6.5005,225.9,1.0,1.2
2024-04-11,1,6.7529,6.4777,6.2504,83.4235,7.2287,6.5035,226.8,2.1,1.3
2024-04-11,2,6.7472,6.4827,6.2512,83.3692,7.2252,6.4932,226.5,0.8,1.1
2024-04-11,3,6.7548,6.4759,6.2384,83.3723,7.2247,6.4976,228.1,3.3,1.7
2024-04-11,4,6.7399,6.4811,6.236,83.3946,7.2243,6.4863,227.7,1.6,2.0
2024-04-11,5,6.7556,6.4813,6.2358,83.3389,7.226,6.5029,227.6,1.1,1.2
2024-04-11,6,6.7558,6.4745,6.2502,83.3766,7.2291,6.5054,227.5,1.3,1.4
2024-04-11,7,6.7588,6.474,6.2382,83.4332,7.2218,6.4878,231.7,6.2,2.0
2024-04-11,8,6.753,6.4806,6.238,83.4136,7.2284,6.5017,240.5,10.3,1.5
2024-04-11,9,6.7548,6.4768,6.249,83.4211,7.2242,6.4902,249.1,10.3,1.8
2024-04-11,10,6.7425,6.4791,6.2501,83.3784,7.2222,6.4926,254.0,5.5,0.5
2024-04-11,11,6.7518,6.4736,6.2445,83.375,7.2267,6.5043,257.6,4.5,1.0
2024-04-11,12,6.7586,6.4753,6.2571,83.4024,7.2306,6.4992,256.7,1.5,2.3
2024-04-11,13,6.7605,6.4776,6.2404,83.3826,7.2255,6.5,254.5,2.0,4.2
2024-04-11,14,6.7544,6.4778,6.2341,83.3597,7.233,6.5096,247.3,1.9,9.0
2024-04-11,15,6.7558,6.4777,6.2455,83.3818,7.2195,6.504,235.9,1.9,13.3
2024-04-11,16,6.7549,6.4834,6.2416,83.4018,7.2255,6.4968,231.0,1.1,6.0
2024-04-11,17,6.7551,6.4768,6.2431,83.392,7.2301,6.5045,227.3,0.9,4.5
2024-04-11,18,6.7516,6.4736,6.2493,83.3615,7.2261,6.5052,226.4,1.4,2.2
2024-04-11,19,6.7661,6.4819,6.2452,83.4027,7.2327,6.5012,225.9,0.9,1.4
2024-04-11,20,6.7574,6.4819,6.2464,83.381,7.2312,6.5019,225.2,1.1,1.9
2024-04-11,21,6.7564,6.4775,6.2417,83.3868,7.2305,6.4996,226.5,2.0,0.7
2024-04-11,22,6.751,6.479,6.2346,83.357,7.2341,6.502,227.5,1.8,0.7
2024-04-11,23,6.7557,6.4767,6.2398,83.3555,7.2248,6.4939,227.8,1.6,1.4
2024-04-12,0,6.7489,6.4738,6.2137,83.3002,7.2314,6.5055,227.2,1.3,1.9
2024-04-12,1,6.7526,6.4757,6.2191,83.2745,7.2322,6.479,227.4,2.0,1.8
2024-04-12,2,6.7494,6.4751,6.2252,83.272,7.2309,6.4748,227.8,2.0,1.6
2024-04-12,3,6.7596,6.4758,6.2163,83.3035,7.2212,6.4878,226.8,1.3,2.3
2024-04-12,4,6.7411,6.4686,6.2253,83.2874,7.2296,6.4755,227.6,2.3,1.5
2024-04-12,5,6.7502,6.4719,6.227,83.3162,7.229,6.4884,226.9,0.7,1.4
2024-04-12,6,6.7575,6.4768,6.2217,83.2963,7.2266,6.4713,229.4,3.0,0.5
2024-04-12,7,6.7624,6.4761,6.2192,83.2894,7.2311,6.4814,232.3,4.7,1.7
2024-04-12,8,6.7534,6.4707,6.2162,83.2607,7.2283,6.4772,241.4,9.7,0.7
2024-04-12,9,6.7564,6.4717,6.2217,83.317,7.2283,6.4962,247.7,8.2,1.8
2024-04-12,10,6.7571,6.475,6.2273,83.3093,7.2296,6.4899,253.3,6.6,1.0
2024-04-12,11,6.7514,6.4713,6.2144,83.3051,7.2232,6.473,254.2,2.2,1.3
2024-04-12,12,6.7579,6.4748,6.2257,83.2735,7.2266,6.5029,253.9,0.7,1.1
2024-04-12,13,6.7495,6.4703,6.2176,83.3042,7.2256,6.4941,250.1,1.0,4.7
2024-04-12,14,6.7577,6.4794,6.2194,83.2872,7.2303,6.4936,245.4,1.7,6.4
2024-04-12,15,6.7523,6.476,6.2167,83.2678,7.2321,6.4847,238.5,0.7,7.6
2024-04-12,16,6.7569,6.4755,6.2122,83.2695,7.2237,6.4826,233.7,1.9,6.7
2024-04-12,17,6.754,6.4736,6.2255,83.2868,7.2276,6.4862,231.2,1.5,4.0
2024-04-12,18,6.753,6.4735,6.221,83.2749,7.2317,6.4724,229.3,1.3,3.3
2024-04-12,19,6.7457,6.4819,6.2202,83.2431,7.2279,6.4871,230.8,2.0,0.5
2024-04-12,20,6.7513,6.4772,6.2195,83.2945,7.2279,6.4854,230.0,1.7,2.5
2024-04-12,21,6.7482,6.4699,6.2165,83.2887,7.2241,6.5032,230.6,2.3,1.7
2024-04-12,22,6.763,6.4752,6.2154,83.3049,7.227,6.4879,229.8,1.0,1.7
2024-04-12,23,6.7561,6.4769,6.2135,83.3023,7.2302,6.4818,228.9,0.9,1.8
2024-04-13,0,6.7717,6.4737,6.2465,83.175,7.2188,6.5038,228.7,1.4,1.6
2024-04-13,1,6.7757,6.474,6.2341,83.2459,7.2172,6.5026,230.6,2.5,0.5
2024-04-13,2,6.7685,6.4689,6.2281,83.202,7.2186,6.5169,229.9,1.2,1.9
2024-04-13,3,6.7789,6.4659,6.233,83.1894,7.2214,6.5043,230.8,2.1,1.1
2024-04-13,4,6.7804,6.4697,6.2391,83.2186,7.2215,6.5021,230.0,1.2,2.0
2024-04-13,5,6.7805,6.4758,6.2331,83.2207,7.2178,6.5111,230.3,1.0,0.7
2024-04-13,6,6.778,6.4709,6.2337,83.2179,7.216,6.5024,230.4,2.1,2.0
2024-04-13,7,6.7786,6.469,6.2421,83.2327,7.218,6.5117,231.6,2.5,1.3
2024-04-13,8,6.776,6.4734,6.2363,83.2365,7.2201,6.505,231.0,0.8,1.4
2024-04-13,9,6.7684,6.473,6.237,83.1908,7.2182,6.5068,230.7,1.4,1.6
2024-04-13,10,6.7753,6.4746,6.2386,83.1996,7.2092,6.5029,230.1,1.0,1.6
2024-04-13,11,6.7739,6.4717,6.2321,83.1737,7.2183,6.507,231.6,2.7,1.3
2024-04-13,12,6.7776,6.468,6.2413,83.2235,7.2232,6.5066,229.5,0.8,2.9
2024-04-13,13,6.7757,6.4711,6.2443,83.1954,7.2199,6.5145,230.5,2.3,1.3
2024-04-13,14,6.7762,6.4706,6.2363,83.1963,7.2184,6.5034,230.0,1.4,2.0
2024-04-13,15,6.7828,6.4773,6.2379,83.1823,7.2178,6.4953,229.2,1.2,2.0
2024-04-13,16,6.776,6.4707,6.2366,83.1847,7.2193,6.5001,227.5,1.1,2.8
2024-04-13,17,6.7715,6.4752,6.2355,83.2027,7.2237,6.5159,226.5,0.6,1.6
2024-04-13,18,6.7728,6.4748,6.2382,83.2383,7.219,6.5088,227.0,1.7,1.2
2024-04-13,19,6.7743,6.4713,6.2306,83.2076,7.2194,6.5159,226.7,0.9,1.1
2024-04-13,20,6.7707,6.4757,6.2492,83.1924,7.2206,6.5013,229.4,3.3,0.6
2024-04-13,21,6.7806,6.468,6.2351,83.2395,7.2192,6.5032,231.3,2.8,0.9
2024-04-13,22,6.7734,6.4702,6.2435,83.2351,7.2199,6.5101,232.2,2.4,1.5
2024-04-13,23,6.7704,6.4733,6.2494,83.1971,7.2194,6.5048,233.4,3.1,1.8
2024-04-14,0,6.797,6.4796,6.2306,83.3412,7.2084,6.5107,235.2,2.3,0.5
2024-04-14,1,6.7987,6.4747,6.2215,83.3077,7.2131,6.5078,235.3,1.5,1.4
2024-04-14,2,6.7975,6.4683,6.2383,83.3514,7.206,6.5238,234.7,1.2,1.8
2024-04-14,3,6.7936,6.4756,6.2293,83.3553,7.2098,6.5113,238.3,4.6,1.0
2024-04-14,4,6.7985,6.4732,6.2335,83.3122,7.2057,6.5111,237.3,1.3,2.3
2024-04-14,5,6.7946,6.4763,6.2306,83.3316,7.2072,6.5075,235.5,1.4,3.1
2024-04-14,6,6.7945,6.4703,6.2306,83.3119,7.2104,6.5084,237.4,3.1,1.3
2024-04-14,7,6.8019,6.4722,6.2313,83.3462,7.2128,6.5075,239.5,3.3,1.2
2024-04-14,8,6.8053,6.476,6.2367,83.3083,7.2126,6.5251,240.3,2.5,1.7
2024-04-14,9,6.7991,6.4744,6.2384,83.3327,7.2167,6.5291,240.4,0.8,0.7
2024-04-14,10,6.8068,6.4676,6.2358,83.35,7.2191,6.5323,241.6,2.1,0.9
2024-04-14,11,6.8039,6.4761,6.2324,83.317,7.213,6.5151,240.7,0.9,1.7
2024-04-14,12,6.7916,6.4792,6.2348,83.351,7.2135,6.5159,241.1,1.6,1.2
2024-04-14,13,6.7932,6.4654,6.2363,83.3223,7.2115,6.5119,236.9,0.7,4.9
2024-04-14,14,6.8072,6.4703,6.2315,83.3327,7.2103,6.5072,236.4,1.2,1.7
2024-04-14,15,6.7959,6.4727,6.2429,83.338,7.2139,6.5167,233.9,0.7,3.3
2024-04-14,16,6.7968,6.4739,6.231,83.3072,7.2086,6.5129,233.8,1.5,1.6
2024-04-14,17,6.7945,6.4748,6.235,83.3338,7.2116,6.5135,230.4,0.7,4.1
2024-04-14,18,6.7966,6.4646,6.2337,83.3206,7.2135,6.5082,228.5,0.5,2.5
2024-04-14,19,6.8002,6.4709,6.2399,83.3247,7.2164,6.5056,230.8,3.6,1.3
2024-04-14,20,6.7977,6.4739,6.2308,83.3232,7.2108,6.5202,229.9,2.0,2.9
2024-04-14,21,6.811,6.472,6.23,83.3594,7.2064,6.5218,230.7,2.1,1.3
2024-04-14,22,6.7859,6.4731,6.237,83.3295,7.2123,6.5097,231.8,2.6,1.4
2024-04-14,23,6.8034,6.4688,6.2367,83.3476,7.2113,6.5131,230.5,1.6,2.8
2024-04-15,0,6.8538,6.4881,6.2183,83.3732,7.2257,6.5343,230.6,1.4,1.4
2024-04-15,1,6.8472,6.4926,6.2246,83.33,7.2277,6.5357,233.0,2.9,0.5
2024-04-15,2,6.8467,6.4878,6.2242,83.3321,7.227,6.5349,233.3,2.2,1.9
2024-04-15,3,6.8429,6.4948,6.215,83.3219,7.2261,6.5384,233.5,1.3,1.0
2024-04-15,4,6.8506,6.4902,6.2165,83.3434,7.229,6.5333,234.3,1.8,1.0
2024-04-15,5,6.8495,6.491,6.2192,83.376,7.2277,6.5351,233.7,1.1,1.8
2024-04-15,6,6.8479,6.4946,6.2241,83.3467,7.2268,6.5446,233.9,1.2,1.0
2024-04-15,7,6.8528,6.4942,6.221,83.364,7.2257,6.5234,235.9,3.9,1.9
2024-04-15,8,6.8486,6.4835,6.2249,83.3325,7.2238,6.5344,241.8,7.8,1.9
2024-04-15,9,6.8387,6.491,6.2296,83.3639,7.2224,6.5352,247.0,7.0,1.8
2024-04-15,10,6.8437,6.4839,6.228,83.3598,7.2242,6.5448,254.1,7.8,0.8
